date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:37:14	115625/115625	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20May%202020%2010:59:09%20GMT	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html	(from )
14:37:15	69/69	---MCZ	200	added ('OK')	text/plain	date:Tue,%2014%20Nov%202023%2007:35:28%20GMT	https://demo2.madrasthemes.com/robots.txt		(from )
14:37:15	771/771	---M--	200	added ('OK')	image/png	etag:%22303-5a50cc5200796%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/favicon.png	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/favicon.png	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:37:15	57333/57333	---M-Z	200	added ('OK')	text/css	etag:%22dff5-5a50cc5204616-gzip%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/font-awesome/css/fontawesome-all.min.css	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/font-awesome/css/fontawesome-all.min.css	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:37:16	2654/2654	---MCZ	200	added ('OK')	text/css	etag:W/%22c5f-5a50cc5203676-gzip%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/flaticon/font/flaticon.css	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/flaticon/font/flaticon.css	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:37:17	60578/60578	---MCZ	200	added ('OK')	text/css	etag:W/%2212fb5-5a50cc5201736-gzip%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/animate.css/animate.css	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/animate.css/animate.css	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:37:17	14103/14103	---MCZ	200	added ('OK')	text/css	etag:W/%22449a-5a50cc5203676-gzip%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/fancybox/jquery.fancybox.css	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/fancybox/jquery.fancybox.css	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:37:17	9803/9803	---M-Z	200	added ('OK')	text/css	etag:%22264b-5a50cc5201736-gzip%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/bootstrap-select/dist/css/bootstrap-select.min.css	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/bootstrap-select/dist/css/bootstrap-select.min.css	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:37:18	1330/1330	---MCZ	200	added ('OK')	text/css	etag:W/%226f0-5a50cc5210196-gzip%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/slick-carousel/slick/slick.css	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/slick-carousel/slick/slick.css	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:37:18	53583/53583	---M-Z	200	added ('OK')	text/css	etag:%22d14f-5a50cc520d2b6-gzip%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/malihu-custom-scrollbar-plugin/jquery.mCustomScrollbar.css	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/malihu-custom-scrollbar-plugin/jquery.mCustomScrollbar.css	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:37:18	408052/408052	---MCZ	200	added ('OK')	text/css	etag:W/%227ca76-5a50cc51f6b56-gzip%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/css/theme.css	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/css/theme.css	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:37:19	138299/138299	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20May%202020%2010:59:09%20GMT	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v1.html	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v1.html	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:37:19	142618/142618	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20May%202020%2010:59:09%20GMT	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v2.html	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v2.html	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:37:20	152974/152974	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20May%202020%2010:59:09%20GMT	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v3.html	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v3.html	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:37:20	162749/162749	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20May%202020%2010:59:09%20GMT	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v4.html	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v4.html	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:37:20	138453/138453	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20May%202020%2010:59:09%20GMT	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v5.html	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v5.html	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:37:21	173722/173722	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20May%202020%2010:59:09%20GMT	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v6.html	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v6.html	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:37:21	162333/162333	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20May%202020%2010:59:09%20GMT	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v7.html	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v7.html	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:37:21	164208/164208	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20May%202020%2010:59:09%20GMT	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v8.html	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v8.html	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:37:22	142262/142262	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20May%202020%2010:59:09%20GMT	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v9.html	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v9.html	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:37:22	114059/114059	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20May%202020%2010:59:09%20GMT	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v2.html	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v2.html	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:37:22	113572/113572	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20May%202020%2010:59:09%20GMT	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v3.html	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v3.html	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:37:23	221617/221617	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20May%202020%2010:59:09%20GMT	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v4.html	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v4.html	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:37:23	112925/112925	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20May%202020%2010:59:09%20GMT	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v5.html	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v5.html	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:37:23	113563/113563	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20May%202020%2010:59:09%20GMT	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v6.html	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v6.html	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:37:24	112408/112408	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20May%202020%2010:59:09%20GMT	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v7.html	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v7.html	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:37:25	104995/104995	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20May%202020%2010:59:09%20GMT	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/checkout.html	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/checkout.html	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:37:25	91508/91508	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20May%202020%2010:59:09%20GMT	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/cart.html	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/cart.html	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:44:03	162576/162576	---M--	200	added ('OK')	image/jpeg	etag:%2227b10-5a50cc51fa9d6%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/1920x840/img1.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/1920x840/img1.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v8.html)
14:44:13	3881/3881	---M-Z	200	added ('OK')	text/css	etag:%22f29-5a50cc520a3d6-gzip%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/hs-megamenu/src/hs.megamenu.css	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/hs-megamenu/src/hs.megamenu.css	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v9.html)
14:44:14	109895/109895	---M--	200	added ('OK')	image/jpeg	etag:%221ad47-5a50cc51fc916%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/300x452/img3.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/300x452/img3.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v3.html)
14:44:15	50946/50946	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Nov%202023%2007:44:14%20GMT	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img120x180/img1.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img120x180/img1.69.delayed	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v3.html)
